algorithm,n,m,time,type
RadixSort,10000,35,0.008805599998595426,Variazione m
QuickSort,10000,40,0.2052616000019043,Variazione m
QuickSort3Way,10000,40,0.011166599999341997,Variazione m
CountingSort,10000,40,0.003608900000472204,Variazione m
RadixSort,10000,40,0.0029196000014053425,Variazione m
QuickSort,10000,45,0.15175389999967592,Variazione m
QuickSort3Way,10000,45,0.017906099999891012,Variazione m
CountingSort,10000,45,0.008147700000336044,Variazione m
RadixSort,10000,45,0.009083699998882366,Variazione m
QuickSort,10000,50,0.1458201999994344,Variazione m
QuickSort3Way,10000,50,0.016547400000490597,Variazione m
CountingSort,10000,50,0.0026567999993858393,Variazione m
RadixSort,10000,50,0.0031459000001632376,Variazione m
QuickSort,10000,57,0.12026700000023993,Variazione m
QuickSort3Way,10000,57,0.007073999999192893,Variazione m
CountingSort,10000,57,-0.0020249000008334406,Variazione m
RadixSort,10000,57,-0.0025615000013203826,Variazione m
QuickSort,10000,64,0.08410510000067006,Variazione m
QuickSort3Way,10000,64,0.0070601999996142695,Variazione m
CountingSort,10000,64,0.001513600000180304,Variazione m
RadixSort,10000,64,0.0016018999995139893,Variazione m
QuickSort,10000,72,0.1163527000007889,Variazione m
QuickSort3Way,10000,72,0.0211873000007472,Variazione m
CountingSort,10000,72,0.008613600000899169,Variazione m
RadixSort,10000,72,0.008526900001015747,Variazione m
QuickSort,10000,81,0.10184629999821482,Variazione m
QuickSort3Way,10000,81,0.014677199998914148,Variazione m
CountingSort,10000,81,0.0014567999987775693,Variazione m
RadixSort,10000,81,0.0073045999979513,Variazione m
QuickSort,10000,91,0.08037220000187517,Variazione m
QuickSort3Way,10000,91,0.008861300000717165,Variazione m
CountingSort,10000,91,0.00809300000037183,Variazione m
RadixSort,10000,91,0.008548600000722217,Variazione m
QuickSort,10000,102,0.07114440000077593,Variazione m
QuickSort3Way,10000,102,0.006235700000615907,Variazione m
CountingSort,10000,102,-0.0011554999982763547,Variazione m
RadixSort,10000,102,0.005615900001430418,Variazione m
QuickSort,10000,114,0.05410610000035376,Variazione m
QuickSort3Way,10000,114,0.02459420000195678,Variazione m
CountingSort,10000,114,0.00795769999967888,Variazione m
RadixSort,10000,114,0.010823100001289276,Variazione m
QuickSort,10000,129,0.05981510000128765,Variazione m
QuickSort3Way,10000,129,0.009862099999736529,Variazione m
CountingSort,10000,129,0.005669000000125379,Variazione m
RadixSort,10000,129,0.002207399998951587,Variazione m
QuickSort,10000,145,0.0640373999995063,Variazione m
QuickSort3Way,10000,145,0.016937200000029407,Variazione m
CountingSort,10000,145,-0.0022628999995504273,Variazione m
RadixSort,10000,145,0.006544800000483519,Variazione m
QuickSort,10000,162,0.041352700000061304,Variazione m
QuickSort3Way,10000,162,0.018218000002889312,Variazione m
CountingSort,10000,162,0.0018748000020423206,Variazione m
RadixSort,10000,162,0.002659800002220436,Variazione m
QuickSort,10000,183,0.07596860000012384,Variazione m
QuickSort3Way,10000,183,0.025425300000279094,Variazione m
CountingSort,10000,183,0.007763100000374834,Variazione m
RadixSort,10000,183,0.007843600000342121,Variazione m
QuickSort,10000,205,0.03365829999893322,Variazione m
QuickSort3Way,10000,205,0.015054600000439677,Variazione m
CountingSort,10000,205,0.0014787000000069384,Variazione m
RadixSort,10000,205,0.0029569999987870688,Variazione m
QuickSort,10000,231,0.05957949999901757,Variazione m
QuickSort3Way,10000,231,0.025454799999351962,Variazione m
CountingSort,10000,231,0.00832059999811463,Variazione m
RadixSort,10000,231,0.010612899999614456,Variazione m
QuickSort,10000,259,0.028945099998963997,Variazione m
QuickSort3Way,10000,259,0.02155990000028396,Variazione m
CountingSort,10000,259,-0.004245400001309463,Variazione m
RadixSort,10000,259,0.004322299999330426,Variazione m
QuickSort,10000,291,0.03413729999920179,Variazione m
QuickSort3Way,10000,291,0.024372999998377054,Variazione m
CountingSort,10000,291,0.0009976999990612967,Variazione m
RadixSort,10000,291,-0.002468300001055468,Variazione m
QuickSort,10000,327,0.03160879999995814,Variazione m
QuickSort3Way,10000,327,0.01608739999937825,Variazione m
CountingSort,10000,327,0.0017201000009663403,Variazione m
RadixSort,10000,327,0.0034008000020548934,Variazione m
QuickSort,10000,367,0.023758700001053512,Variazione m
QuickSort3Way,10000,367,0.020816700000068522,Variazione m
CountingSort,10000,367,0.009004199999253615,Variazione m
RadixSort,10000,367,0.0035464999982650625,Variazione m
QuickSort,10000,413,0.03409950000059325,Variazione m
QuickSort3Way,10000,413,0.023399499999868567,Variazione m
CountingSort,10000,413,0.0018319999999221181,Variazione m
RadixSort,10000,413,0.0029369000003498513,Variazione m
QuickSort,10000,464,0.050912099999550264,Variazione m
QuickSort3Way,10000,464,0.014280499997767038,Variazione m
CountingSort,10000,464,0.0018517999997129664,Variazione m
RadixSort,10000,464,0.008371099998839782,Variazione m
QuickSort,10000,521,0.021200400000452646,Variazione m
QuickSort3Way,10000,521,0.02436649999981455,Variazione m
CountingSort,10000,521,0.00200089999998454,Variazione m
RadixSort,10000,521,0.011645499998849118,Variazione m
QuickSort,10000,585,0.031948199999533244,Variazione m
QuickSort3Way,10000,585,0.026506500000323285,Variazione m
CountingSort,10000,585,0.004085199998371536,Variazione m
RadixSort,10000,585,0.006693399998766836,Variazione m
QuickSort,10000,657,0.025814000000536907,Variazione m
QuickSort3Way,10000,657,0.030425900000409456,Variazione m
CountingSort,10000,657,0.0005016000013711164,Variazione m
RadixSort,10000,657,0.0019993000005342765,Variazione m
QuickSort,10000,739,0.0231298999988212,Variazione m
QuickSort3Way,10000,739,0.012426000001141801,Variazione m
CountingSort,10000,739,0.0018006999998760875,Variazione m
RadixSort,10000,739,0.002920599999924889,Variazione m
QuickSort,10000,830,0.017846599999757018,Variazione m
QuickSort3Way,10000,830,0.014879199999995762,Variazione m
CountingSort,10000,830,0.00859399999899324,Variazione m
RadixSort,10000,830,0.006723999998939689,Variazione m
QuickSort,10000,932,0.019392799998968258,Variazione m
QuickSort3Way,10000,932,0.024256700000478304,Variazione m
CountingSort,10000,932,0.010523700000703684,Variazione m
RadixSort,10000,932,0.011680999999953201,Variazione m
QuickSort,10000,1047,0.015549699999610311,Variazione m
QuickSort3Way,10000,1047,0.009351099999548751,Variazione m
CountingSort,10000,1047,0.0007659000020794338,Variazione m
RadixSort,10000,1047,0.0088649000008445,Variazione m
QuickSort,10000,1176,0.02432260000023234,Variazione m
QuickSort3Way,10000,1176,0.010764000000563101,Variazione m
CountingSort,10000,1176,-0.003038599999854341,Variazione m
RadixSort,10000,1176,0.007647700000234181,Variazione m
QuickSort,10000,1321,0.016362100001060753,Variazione m
QuickSort3Way,10000,1321,0.031068800002685748,Variazione m
CountingSort,10000,1321,0.0043892000012419885,Variazione m
RadixSort,10000,1321,0.0026975000018865103,Variazione m
QuickSort,10000,1484,0.02875789999961853,Variazione m
QuickSort3Way,10000,1484,0.022269499999310938,Variazione m
CountingSort,10000,1484,0.008890999999493943,Variazione m
RadixSort,10000,1484,0.00713029999860737,Variazione m
QuickSort,10000,1668,0.020706700001028366,Variazione m
QuickSort3Way,10000,1668,0.014765799998713192,Variazione m
CountingSort,10000,1668,0.004830999998375773,Variazione m
RadixSort,10000,1668,0.006304399999862653,Variazione m
QuickSort,10000,1873,0.016821899998831213,Variazione m
QuickSort3Way,10000,1873,0.030401799998799106,Variazione m
CountingSort,10000,1873,0.009178999998766812,Variazione m
RadixSort,10000,1873,0.00832569999874977,Variazione m
QuickSort,10000,2104,0.02706209999996645,Variazione m
QuickSort3Way,10000,2104,0.028821600000810577,Variazione m
CountingSort,10000,2104,0.002005099999223603,Variazione m
RadixSort,10000,2104,0.004305000000385917,Variazione m
QuickSort,10000,2364,0.024125400001139496,Variazione m
QuickSort3Way,10000,2364,0.026731400001153816,Variazione m
CountingSort,10000,2364,0.009243500000593485,Variazione m
RadixSort,10000,2364,0.013906200001656543,Variazione m
QuickSort,10000,2656,0.022005700000590878,Variazione m
QuickSort3Way,10000,2656,0.027133800000228803,Variazione m
CountingSort,10000,2656,-0.0029390999989118427,Variazione m
RadixSort,10000,2656,0.010590699999738717,Variazione m
QuickSort,10000,2983,0.031563399999868125,Variazione m
QuickSort3Way,10000,2983,0.02375000000029104,Variazione m
CountingSort,10000,2983,0.0035410999989835545,Variazione m
RadixSort,10000,2983,0.007887900001151138,Variazione m
QuickSort,10000,3351,0.01776109999991604,Variazione m
QuickSort3Way,10000,3351,0.024227500000051805,Variazione m
CountingSort,10000,3351,-0.0025337000006402377,Variazione m
RadixSort,10000,3351,-0.00025740000091900583,Variazione m
QuickSort,10000,3764,0.02072260000022652,Variazione m
QuickSort3Way,10000,3764,0.04263840000021446,Variazione m
CountingSort,10000,3764,0.009639599998990889,Variazione m
RadixSort,10000,3764,0.013249300000097719,Variazione m
QuickSort,10000,4229,0.02057980000063253,Variazione m
QuickSort3Way,10000,4229,0.018485200002032798,Variazione m
CountingSort,10000,4229,0.002270900000439724,Variazione m
RadixSort,10000,4229,0.003919700002370519,Variazione m
QuickSort,10000,4750,0.023417300000801333,Variazione m
QuickSort3Way,10000,4750,0.042990500000087195,Variazione m
CountingSort,10000,4750,0.0024806000001262873,Variazione m
RadixSort,10000,4750,0.013795000000754953,Variazione m
QuickSort,10000,5336,0.01020550000066578,Variazione m
QuickSort3Way,10000,5336,0.02440759999990405,Variazione m
CountingSort,10000,5336,-0.0030910999994375743,Variazione m
RadixSort,10000,5336,-0.0013320999987627147,Variazione m
QuickSort,10000,5994,0.019963699998697848,Variazione m
QuickSort3Way,10000,5994,0.022175899997819215,Variazione m
CountingSort,10000,5994,0.009342499997728737,Variazione m
RadixSort,10000,5994,0.0134232999971573,Variazione m
QuickSort,10000,6734,0.016291100000671577,Variazione m
QuickSort3Way,10000,6734,0.0237304000002041,Variazione m
CountingSort,10000,6734,0.005220600000029663,Variazione m
RadixSort,10000,6734,0.008717099999557831,Variazione m
QuickSort,10000,7564,0.02990000000136206,Variazione m
QuickSort3Way,10000,7564,0.043474500000229455,Variazione m
CountingSort,10000,7564,0.004779400000188616,Variazione m
RadixSort,10000,7564,0.0011247000020375708,Variazione m
QuickSort,10000,8497,0.014607300001443946,Variazione m
QuickSort3Way,10000,8497,0.027222700000493205,Variazione m
CountingSort,10000,8497,0.004024199999548728,Variazione m
RadixSort,10000,8497,0.003443899999183486,Variazione m
QuickSort,10000,9545,0.03056019999894488,Variazione m
QuickSort3Way,10000,9545,0.027467300000353134,Variazione m
CountingSort,10000,9545,0.009858000001258915,Variazione m
RadixSort,10000,9545,0.013613999999506632,Variazione m
QuickSort,10000,10722,0.008551799999622745,Variazione m
QuickSort3Way,10000,10722,0.02786999999989348,Variazione m
CountingSort,10000,10722,0.0002525999989302363,Variazione m
RadixSort,10000,10722,0.007433799999489565,Variazione m
QuickSort,10000,12045,0.0184821999991982,Variazione m
QuickSort3Way,10000,12045,0.043026899998949375,Variazione m
CountingSort,10000,12045,0.007065699999657227,Variazione m
RadixSort,10000,12045,0.013838199998644996,Variazione m
QuickSort,10000,13530,0.013293599999087746,Variazione m
QuickSort3Way,10000,13530,0.02295600000070408,Variazione m
CountingSort,10000,13530,0.0013728000012633856,Variazione m
RadixSort,10000,13530,0.01373529999909806,Variazione m
QuickSort,10000,15199,0.02013989999977639,Variazione m
QuickSort3Way,10000,15199,0.03445319999991625,Variazione m
CountingSort,10000,15199,-0.0023118999997677747,Variazione m
RadixSort,10000,15199,-0.0001680999994277954,Variazione m
QuickSort,10000,17073,0.01513639999757288,Variazione m
QuickSort3Way,10000,17073,0.018843999998352956,Variazione m
CountingSort,10000,17073,0.008325999997396138,Variazione m
RadixSort,10000,17073,0.007270699999935459,Variazione m
QuickSort,10000,19179,0.021812200000567827,Variazione m
QuickSort3Way,10000,19179,0.02749990000120306,Variazione m
CountingSort,10000,19179,0.002662300001247786,Variazione m
RadixSort,10000,19179,0.012478200000259676,Variazione m
QuickSort,10000,21544,0.013972200000353041,Variazione m
QuickSort3Way,10000,21544,0.024194199999328703,Variazione m
CountingSort,10000,21544,0.0036426000006031245,Variazione m
RadixSort,10000,21544,0.011883499999385094,Variazione m
QuickSort,10000,24201,0.0198763999997027,Variazione m
QuickSort3Way,10000,24201,0.03138340000077733,Variazione m
CountingSort,10000,24201,0.006315700000413926,Variazione m
RadixSort,10000,24201,0.012028700000882964,Variazione m
QuickSort,10000,27185,0.011362200000803568,Variazione m
QuickSort3Way,10000,27185,0.016069500001322012,Variazione m
CountingSort,10000,27185,-0.0016674999988026684,Variazione m
RadixSort,10000,27185,0.007734099999652244,Variazione m
QuickSort,10000,30538,0.031393900000693975,Variazione m
QuickSort3Way,10000,30538,0.03339910000067903,Variazione m
CountingSort,10000,30538,0.00699950000125682,Variazione m
RadixSort,10000,30538,0.010908200001722435,Variazione m
QuickSort,10000,34304,0.01825249999819789,Variazione m
QuickSort3Way,10000,34304,0.02581619999727991,Variazione m
CountingSort,10000,34304,0.004375999997137114,Variazione m
RadixSort,10000,34304,0.010986299999785842,Variazione m
QuickSort,10000,38535,0.01629069999944477,Variazione m
QuickSort3Way,10000,38535,0.032083899999634014,Variazione m
CountingSort,10000,38535,-0.0020208000005368376,Variazione m
RadixSort,10000,38535,0.009198599998853751,Variazione m
QuickSort,10000,43287,0.01868329999888374,Variazione m
QuickSort3Way,10000,43287,0.04485079999903974,Variazione m
CountingSort,10000,43287,0.008019000000786036,Variazione m
RadixSort,10000,43287,0.01098439999987022,Variazione m
QuickSort,10000,48626,0.030332500000440632,Variazione m
QuickSort3Way,10000,48626,0.0455443999999261,Variazione m
CountingSort,10000,48626,0.00881180000033055,Variazione m
RadixSort,10000,48626,0.0116254000004119,Variazione m
QuickSort,10000,54622,0.011726599999747123,Variazione m
QuickSort3Way,10000,54622,0.031190600000627455,Variazione m
CountingSort,10000,54622,-0.0011169999997946434,Variazione m
RadixSort,10000,54622,-0.0002705999995669117,Variazione m
QuickSort,10000,61359,0.01385630000004312,Variazione m
QuickSort3Way,10000,61359,0.021360900000217953,Variazione m
CountingSort,10000,61359,0.007402100000035716,Variazione m
RadixSort,10000,61359,0.016351700000086566,Variazione m
QuickSort,10000,68926,0.011537399999724585,Variazione m
QuickSort3Way,10000,68926,0.029296099999555736,Variazione m
CountingSort,10000,68926,0.003534100000251783,Variazione m
RadixSort,10000,68926,0.008902499999749125,Variazione m
QuickSort,10000,77426,0.029835499999535386,Variazione m
QuickSort3Way,10000,77426,0.03865169999880891,Variazione m
CountingSort,10000,77426,0.015928399998301757,Variazione m
RadixSort,10000,77426,0.015985000000000582,Variazione m
QuickSort,10000,86974,0.013272099999085185,Variazione m
QuickSort3Way,10000,86974,0.023545199999716715,Variazione m
CountingSort,10000,86974,0.0005999000004521804,Variazione m
RadixSort,10000,86974,0.0051999999977851985,Variazione m
QuickSort,10000,97700,0.019226700000217534,Variazione m
QuickSort3Way,10000,97700,0.04137570000057167,Variazione m
CountingSort,10000,97700,0.0166771999993216,Variazione m
RadixSort,10000,97700,0.004965299998730188,Variazione m
QuickSort,10000,109749,0.013292300000102841,Variazione m
QuickSort3Way,10000,109749,0.02145070000005944,Variazione m
RadixSort,10000,109749,0.01041830000031041,Variazione m
QuickSort,10000,123284,0.02008900000146241,Variazione m
QuickSort3Way,10000,123284,0.0507023999998637,Variazione m
RadixSort,10000,123284,0.006566199999724631,Variazione m
QuickSort,10000,138488,0.014392799999768613,Variazione m
QuickSort3Way,10000,138488,0.01562769999873126,Variazione m
RadixSort,10000,138488,0.0065610000001470326,Variazione m
QuickSort,10000,155567,0.015326000000641216,Variazione m
QuickSort3Way,10000,155567,0.02107090000026801,Variazione m
RadixSort,10000,155567,0.006318400000964175,Variazione m
QuickSort,10000,174752,0.014859099999739556,Variazione m
QuickSort3Way,10000,174752,0.02401139999892621,Variazione m
RadixSort,10000,174752,0.013721499999519438,Variazione m
QuickSort,10000,196304,0.0314089999992575,Variazione m
QuickSort3Way,10000,196304,0.0370308000001387,Variazione m
RadixSort,10000,196304,0.013934700000390876,Variazione m
QuickSort,10000,220513,0.011608400000113761,Variazione m
QuickSort3Way,10000,220513,0.027805699999589706,Variazione m
RadixSort,10000,220513,0.010561700000835117,Variazione m
QuickSort,10000,247707,0.03141709999908926,Variazione m
QuickSort3Way,10000,247707,0.03162740000152553,Variazione m
RadixSort,10000,247707,0.004924500000925036,Variazione m
QuickSort,10000,278255,0.01715169999988575,Variazione m
QuickSort3Way,10000,278255,0.02379590000055032,Variazione m
RadixSort,10000,278255,0.006116299999121111,Variazione m
QuickSort,10000,312571,0.023446000001058565,Variazione m
QuickSort3Way,10000,312571,0.05098150000048918,Variazione m
RadixSort,10000,312571,0.015674599999329075,Variazione m
QuickSort,10000,351119,0.01875599999948463,Variazione m
QuickSort3Way,10000,351119,0.027302899998176144,Variazione m
RadixSort,10000,351119,0.008871999998518731,Variazione m
QuickSort,10000,394420,0.013051399999312707,Variazione m
QuickSort3Way,10000,394420,0.025357099999382626,Variazione m
RadixSort,10000,394420,0.006402299997716909,Variazione m
QuickSort,10000,443062,0.013486599998941529,Variazione m
QuickSort3Way,10000,443062,0.03661859999920125,Variazione m
RadixSort,10000,443062,0.006255899999814574,Variazione m
QuickSort,10000,497702,0.013989999999466818,Variazione m
QuickSort3Way,10000,497702,0.04943229999844334,Variazione m
RadixSort,10000,497702,0.008336599999893224,Variazione m
QuickSort,10000,559081,0.016035599999668193,Variazione m
QuickSort3Way,10000,559081,0.0409349999990809,Variazione m
RadixSort,10000,559081,0.00796759999866481,Variazione m
QuickSort,10000,628029,0.028418500000043423,Variazione m
QuickSort3Way,10000,628029,0.044826699999248376,Variazione m
RadixSort,10000,628029,0.013441099999909056,Variazione m
QuickSort,10000,705480,0.014589100001103361,Variazione m
QuickSort3Way,10000,705480,0.026627900000676163,Variazione m
RadixSort,10000,705480,0.0019560000000637956,Variazione m
QuickSort,10000,792482,0.030714100001205225,Variazione m
QuickSort3Way,10000,792482,0.020191300001897616,Variazione m
RadixSort,10000,792482,0.006240500002604676,Variazione m
QuickSort,10000,890215,0.019022999998924206,Variazione m
QuickSort3Way,10000,890215,0.025983799998357426,Variazione m
RadixSort,10000,890215,0.011266899999100133,Variazione m
QuickSort,10000,1000000,0.014120499999989988,Variazione m
QuickSort3Way,10000,1000000,0.02126999999927648,Variazione m
RadixSort,10000,1000000,0.006768900000679423,Variazione m
QuickSort (worst),100,100,0.0012925000010000076,Caso peggiore
QuickSort3Way (worst),100,100,0.0004506999994191574,Caso peggiore
QuickSort (worst),107,107,0.0016447999987576623,Caso peggiore
QuickSort3Way (worst),107,107,0.0005044999998062849,Caso peggiore
QuickSort (worst),114,114,0.0017310000002908055,Caso peggiore
QuickSort3Way (worst),114,114,0.0003274000009696465,Caso peggiore
QuickSort (worst),123,123,0.0016881000010471325,Caso peggiore
QuickSort3Way (worst),123,123,0.00045839999984309543,Caso peggiore
QuickSort (worst),132,132,0.0017654000002949033,Caso peggiore
QuickSort3Way (worst),132,132,0.0005077000005258014,Caso peggiore
QuickSort (worst),141,141,0.0019738999999390217,Caso peggiore
QuickSort3Way (worst),141,141,0.000629599999228958,Caso peggiore
QuickSort (worst),151,151,0.0008789000003162073,Caso peggiore
QuickSort3Way (worst),151,151,0.0002347999998164596,Caso peggiore
QuickSort (worst),162,162,0.0009934999998222338,Caso peggiore
QuickSort3Way (worst),162,162,0.0002573000001575565,Caso peggiore
QuickSort (worst),174,174,0.0011395000001357403,Caso peggiore
QuickSort3Way (worst),174,174,0.0002841000004991656,Caso peggiore
QuickSort (worst),187,187,0.001438500001313514,Caso peggiore
QuickSort3Way (worst),187,187,0.00031769999986863695,Caso peggiore
QuickSort (worst),200,200,0.0015041999995446531,Caso peggiore
QuickSort3Way (worst),200,200,0.00034419999974488746,Caso peggiore
QuickSort (worst),215,215,0.0017269999989366625,Caso peggiore
QuickSort3Way (worst),215,215,0.0003876999999192776,Caso peggiore
QuickSort (worst),231,231,0.004656600000089384,Caso peggiore
QuickSort3Way (worst),231,231,0.0011230000000068685,Caso peggiore
QuickSort (worst),247,247,0.005828800000017509,Caso peggiore
QuickSort3Way (worst),247,247,0.0012225999998918269,Caso peggiore
QuickSort (worst),265,265,0.006660500001089531,Caso peggiore
QuickSort3Way (worst),265,265,0.0012671000004047528,Caso peggiore
QuickSort (worst),284,284,0.0033208000004378846,Caso peggiore
QuickSort3Way (worst),284,284,0.0005790000013803365,Caso peggiore
QuickSort (worst),305,305,0.003367600000274251,Caso peggiore
QuickSort3Way (worst),305,305,0.0006512999989354284,Caso peggiore
QuickSort (worst),327,327,0.003960700001698569,Caso peggiore
QuickSort3Way (worst),327,327,0.00073069999962172,Caso peggiore
QuickSort (worst),351,351,0.004496400000789436,Caso peggiore
QuickSort3Way (worst),351,351,0.0008166999996319646,Caso peggiore
QuickSort (worst),376,376,0.005420199999207398,Caso peggiore
QuickSort3Way (worst),376,376,0.0009074999998119893,Caso peggiore
QuickSort (worst),403,403,0.006099799998992239,Caso peggiore
QuickSort3Way (worst),403,403,0.0010051999997813255,Caso peggiore
QuickSort (worst),432,432,0.0070630000009259675,Caso peggiore
QuickSort3Way (worst),432,432,0.0011950000007345807,Caso peggiore
QuickSort (worst),464,464,0.020634200000131386,Caso peggiore
QuickSort3Way (worst),464,464,0.003177799999320996,Caso peggiore
QuickSort (worst),497,497,0.0130726000006689,Caso peggiore
QuickSort3Way (worst),497,497,0.001392100000884966,Caso peggiore
QuickSort (worst),533,533,0.02629460000025574,Caso peggiore
QuickSort3Way (worst),533,533,0.0038906000008864794,Caso peggiore
QuickSort (worst),572,572,0.03211639999972249,Caso peggiore
QuickSort3Way (worst),572,572,0.001701600000160397,Caso peggiore
QuickSort (worst),613,613,0.027323899999828427,Caso peggiore
QuickSort3Way (worst),613,613,0.0018861000007746043,Caso peggiore
QuickSort (worst),657,657,0.02959540000119887,Caso peggiore
QuickSort3Way (worst),657,657,0.0021565000006376067,Caso peggiore
QuickSort (worst),705,705,0.04205719999845314,Caso peggiore
QuickSort3Way (worst),705,705,0.006106299999373732,Caso peggiore
QuickSort (worst),756,756,0.02849860000060289,Caso peggiore
QuickSort3Way (worst),756,756,0.002627300000312971,Caso peggiore
QuickSort (worst),811,811,0.04596069999934116,Caso peggiore
QuickSort3Way (worst),811,811,0.007614899999680347,Caso peggiore
QuickSort (worst),869,869,0.06190390000119805,Caso peggiore
QuickSort3Way (worst),869,869,0.00820460000068124,Caso peggiore
QuickSort (worst),932,932,0.07108380000136094,Caso peggiore
QuickSort3Way (worst),932,932,0.00883109999995213,Caso peggiore
QuickSort (worst),999,999,0.0766596000012214,Caso peggiore
QuickSort3Way (worst),999,999,0.00417609999931301,Caso peggiore
QuickSort (worst),1072,1072,0.05036379999910423,Caso peggiore
QuickSort3Way (worst),1072,1072,0.004723200001535588,Caso peggiore
QuickSort (worst),1149,1149,0.07638760000008915,Caso peggiore
QuickSort3Way (worst),1149,1149,0.012012900000627269,Caso peggiore
QuickSort (worst),1232,1232,0.10588839999945776,Caso peggiore
QuickSort3Way (worst),1232,1232,0.005360699999073404,Caso peggiore
QuickSort (worst),1321,1321,0.10287880000032601,Caso peggiore
QuickSort3Way (worst),1321,1321,0.015171400000326685,Caso peggiore
QuickSort (worst),1417,1417,0.19238179999956628,Caso peggiore
QuickSort3Way (worst),1417,1417,0.006679600001007202,Caso peggiore
QuickSort (worst),1519,1519,0.13997199999903387,Caso peggiore
QuickSort3Way (worst),1519,1519,0.018115700000635115,Caso peggiore
QuickSort (worst),1629,1629,0.20368220000091242,Caso peggiore
QuickSort3Way (worst),1629,1629,0.008028500000364147,Caso peggiore
QuickSort (worst),1747,1747,0.1968507999990834,Caso peggiore
QuickSort3Way (worst),1747,1747,0.008970699998826603,Caso peggiore
QuickSort (worst),1873,1873,0.21124109999982466,Caso peggiore
QuickSort3Way (worst),1873,1873,0.019603500000812346,Caso peggiore
QuickSort (worst),2009,2009,0.24596219999875757,Caso peggiore
QuickSort3Way (worst),2009,2009,0.014399899999261834,Caso peggiore
QuickSort (worst),2154,2154,0.29584090000025753,Caso peggiore
QuickSort3Way (worst),2154,2154,0.02923900000132562,Caso peggiore
QuickSort (worst),2310,2310,0.39355109999996785,Caso peggiore
QuickSort3Way (worst),2310,2310,0.035504699999364675,Caso peggiore
QuickSort (worst),2477,2477,0.38233969999964756,Caso peggiore
QuickSort3Way (worst),2477,2477,0.021353399999497924,Caso peggiore
QuickSort (worst),2656,2656,0.39104389999920386,Caso peggiore
QuickSort3Way (worst),2656,2656,0.0330772999986948,Caso peggiore
QuickSort (worst),2848,2848,0.5692499999986467,Caso peggiore
QuickSort3Way (worst),2848,2848,0.04255780000130471,Caso peggiore
QuickSort (worst),3053,3053,0.6754423000002134,Caso peggiore
QuickSort3Way (worst),3053,3053,0.03354159999980766,Caso peggiore
